Review,Year,user_id,Location,Helpful votes,Country,Country_code,Cleaned,Label_1,Label_2,Label_3,Label,
You can find suggested itineraries for touring Finland at http://www.visitfinland.com/en_US/web/guest/finland-guide/what-to-see/touring-routes,2010,zam72,"Helsinki, Finland",51,Finland,9,you find suggested itineraries touring finland,0,1,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2011,,,,Finland,9,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"Hi Forum
My Wife and i will be picking up our hire car from Ivalo around May 15, 2007 for a 5 week trip around Finland, within that time we want to check out North Cape, take a cruise of the archipelago in Southern Finland and also 2 days in Tallin Estonia, and the rest, well see and do as much as possible, so any suggestions much appreciated, for any body thinking of a Scandinavian trip this is our Itinary,
Sydney (Australia) to Helsinki, connecting flight to Stockholm
2 nights Stockholm, then train to Oslo,
2 nights Oslo, then Norway in a nutshell tour, taking in the Flam, to Bergan.
6 days Norway coastal tour to Kirkenes, overnight stay, then catch a taxi to Naatamo, and hop on a bus to Ivalo to pick up our hire car,
5 weeks later, helinki to Hong Kong for 4 nights to rest up and also as you do, Wifey can shop till she drops, then home Newcastle :)
so there you have it, busy trip but i think it will be a blast..",2007,wecruise,Australia,No Rating,Finland,9,hi forummy wife picking hire car ivalo around may week trip around finland within time want check north cape take cruise archipelago southern finland also days tallin estonia rest well see much possible suggestions much appreciated body thinking scandinavian trip itinarysydney australia helsinki connecting flight stockholm nights stockholm train oslo nights oslo norway nutshell tour taking flam bergan. days norway coastal tour kirkenes overnight stay catch taxi naatamo hop bus ivalo pick hire car weeks later helinki hong kong nights rest also wifey shop till drops home newcastle :so busy trip think blast..,1,0,0,0,
"Woop forgot to ask
will there still be snow ? is there any posability of seeing northern lights,?
wish list, would love to see Wild Moose, deer, and bears, i beleive up north bears are about ? hhmm i think thats it, more questions to come as i think of them.. :)
wecruise",2007,wecruise,Australia,No Rating,Finland,9,woop forgot askwill still snow posability seeing northern lightswish list would love see wild moose deer bears beleive north bears hhmm think thats questions come think them.. :wecruise,0,0,0,0,
"Hi,
in Lappland there will still be some snow in mid May - never been to Lappland in May though, but I have heard you should be able to ski in some places till mid June. In Middle.Finland and in the south you won't see any snow (unless we'll have a really weird winter).
About the animals...
you certainly will see lots of reindeer in Lappland (they go where they please - watch out for them when driving!). Encounters with moose are not that easy to arrange... but cause you will drive a lot, you might see some crossing roads - mostly early in the morning or at dusk. I do not drive a lot, and still see a moose about once in two years....
Bears: seeing them in nature is almost like winning in the lottery. Although they have increased in number in recent years and people do see them from time to time I personally know only one person who has seen one from eye to eye - and I know many hunters! Best to visit a zoo... there is one in Ähtäri and in Helsinki (Korkeasaari).
The Archipelago in Southern Finland is very beautiful. Do consider the lake district, too.",2007,curious-wonderer,Finland,No Rating,Finland,9,hiin lappland still snow mid may never lappland may though i heard able ski places till mid june. in middle.finland south wont see snow unless well really weird winter.about animals...you certainly see lots reindeer lappland go please watch driving. encounters moose easy arrange... cause drive lot might see crossing roads mostly early morning dusk. i drive lot still see moose two years....bears: seeing nature almost like winning lottery. although increased number recent years people see time time i personally know one person seen one eye eye i know many hunters best visit zoo... one htri helsinki korkeasaari.the archipelago southern finland beautiful. do consider lake district too.,1,1,1,1,
"Hi Curious Wonderer
Thank you for replying, you metioned the lake district can you tell me where that is please so that we can mark it on our to do list, ok so moose and bear will be a real bonus thats great the camera will be at the ready, :) we can't wait to get there, we have relatives all over Finland that we have never met so it will be a very memorable trip..
Regards
wecruise",2007,wecruise,Australia,No Rating,Finland,9,hi curious wondererthank replying metioned lake district tell please mark list ok moose bear real bonus thats great camera ready : cant wait get relatives finland never met memorable trip..regardswecruise,0,1,1,1,
"Hi again!
The Lake District is located (more or less) in the southeastern part of Finland, more specifically, the region around Saimaa, the largest lake of Finland. For example Savonlinna, which is famous for its annual opera festivals, is located by this lake. For more information, check this link:
http://virtual.finland.fi/netcomm/news/showarticle.asp?intNWSAID=25710
If Saimaa is too faraway from your route, you can still experience the beauty of the hundreds of lakes in Middle-Finland (the region in the middle of the widest part of Finland).F. ex. If you'll drive down to southern Finland along the E4 road you'll drive through Viitasaari which is a little town by a beautiful lake, and Jyväskylä, a modern city by a lake.. just to mention a few.
I wish you a wonderful journey in Finland, hope you'll enjoy every moment!",2007,curious-wonderer,Finland,No Rating,Finland,9,hi againthe lake district located less southeastern part finland specifically region around saimaa largest lake finland. for example savonlinna famous annual opera festivals located lake. for information check link:if saimaa faraway route still experience beauty hundreds lakes middlefinland region middle widest part finland.f. ex. if youll drive southern finland along e road youll drive viitasaari little town beautiful lake jyvskyl modern city lake.. mention few.i wish wonderful journey finland hope youll enjoy every moment,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Finland,9,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"We are planning a 2 week trip to Finland. Need suggestions of places to visit. Would ideally like to spend a week in Finland and 1 week driving from Helsinki to St. Petersberg and back.
Need suggestion on route, hotels etc.
Tavel from 13th to 25th July 2014.
Edited: 8 years ago",2015,Hemant J,Kolkata (Calcutta...,No Rating,Finland,9,we planning week trip finland. need suggestions places visit. would ideally like spend week finland week driving helsinki st. petersberg back.need suggestion route hotels etc.tavel th th july .edited: years ago,1,0,0,0,
"Forget driving to St. Petersburg. Not practicable. Take the train instead. Have you checked the regulations for Russian visas? It is not at all an open border.
What parts of Finland are you interested in? It's a fair-sized country, not to be 'done' in a week.",2015,JohntheFinn,"Helsinki, Finland",78,Finland,9,forget driving st. petersburg. not practicable. take train instead. have checked regulations russian visas it open border.what parts finland interested its fairsized country done week.,0,2,2,2,
"Ok noted. will check on visa requirements also.
On Finland I have no idea I look forward to your suggestions.
Thanks",2015,Hemant J,Kolkata (Calcutta...,No Rating,Finland,9,ok noted. check visa requirements also.on finland i idea i look forward suggestions.thanks,1,0,0,0,
"Check out tourist websites for Helsinki, Turku, Tampere, Porvoo, Hämeenlinna, Savonlinna, Kuopio and Lapland. You won't have time for all that, so you will need to pick and choose. Once you've decided a framework for your visit, we can help you with more specific questions.",2015,JohntheFinn,"Helsinki, Finland",78,Finland,9,check tourist websites helsinki turku tampere porvoo hmeenlinna savonlinna kuopio lapland. you wont time need pick choose. once youve decided framework visit help specific questions.,0,1,2,#N/A,
"Tripadvisor staff removed this post either because the author requested it, or because it did not meet Tripadvisor's forum guidelines.
What are forum guidelines?",2015,,,,Finland,9,tripadvisor staff removed post either author requested meet tripadvisors forum guidelines.what forum guidelines,1,0,2,#N/A,
"Hi my husband myself two kids and a dog are thinking of road tripping round france in August for two weeks
We need to find something to do for two active teenagers, looking for places to stay in our motohome either with pools or near the beach
Any ideas would be happily received",2014,Alison G,,No Rating,France,10,hi husband two kids dog thinking road tripping round france august two weekswe need find something two active teenagers looking places stay motohome either pools near beachany ideas would happily received,0,0,0,0,
"Alison, look at other posts and see how others do it. ""France"" is way too general. It is a France forum so everything is about France. Maybe something like: ""Suggestions for road tripping in motorhome in France with teenagers and a dog?"" And then in the text you can tell more about your interests, etc. It also would be a good idea to do some homework of your own first with a good guide book of France and a map.",2014,xxxgrandmere3,"Pittsburgh, PA",No Rating,France,10,alison look posts see others it. france way general. it france forum everything france. maybe something like: suggestions road tripping motorhome france teenagers dog and text tell interests etc. it also would good idea homework first good guide book france map.,1,0,1,1,
And you have done what so far to narrow this down and make some plans? France is huge and full of pools and beaches. Do you have a map? Guidebooks? No one can make useful suggestions until you have more of a plan.,2014,xxxgrandmere3,"Le Bugue, France",6,France,10,and done far narrow make plans france huge full pools beaches. do map guidebooks no one make useful suggestions plan.,1,0,0,0,
"This post was determined to be inappropriate by the Tripadvisor community and has been removed.
Edited: 9 years ago",2014,,"Penticton, Canada",,France,10,this post determined inappropriate tripadvisor community removed.edited: years ago,1,2,2,2,
"travelling to Brugge and Brussels. After these two cities we Have 4 or 5 days free before last 3 nts in Paris. we are a mid-sixties couple, well travelled. we want something leisurely with perhaps a cooking class. could rent a car or take train. Suggestions welcomed.",2014,salvadordallies,"England, United...",106,France,10,travelling brugge brussels. after two cities have days free last nts paris. midsixties couple well travelled. want something leisurely perhaps cooking class. could rent car take train. suggestions welcomed.,0,0,0,0,
"You should really start your own post. There have already been replies to the original question and as this was some time ago, your question may get overlooked",2014,Pamjo444,,100,France,10,you really start post. there already replies original question time ago question may get overlooked,0,1,2,#N/A,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2016,,,,France,10,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
I am working in toulose France and as a 20 year ex Aussie military type would love to celebrate Anzac Day in France. Any suggestions ?,2009,Growler125,"Toulouse, France",No Rating,France,10,i working toulose france year ex aussie military type would love celebrate anzac day france. any suggestions,1,0,0,0,
"I think you'll have to head north - there is a service at the Australian War Memorial at Villiers Bretonneux, but I don't think anything elsewhere.
If I am in France on Anzac Day I will probably be laying a small wreath at our local memorial, then holding a BBQ and two-up session for the locals, but that's coz Im trying to ingratiate/integrate myself into the comminuty :¬)
Simon
http://daysontheclaise.blogspot.com",2009,WizardofAus,"Tours, France",40,France,10,i think youll head north service australian war memorial villiers bretonneux i dont think anything elsewhere.if i france anzac day i probably laying small wreath local memorial holding bbq twoup session locals thats coz im trying ingratiateintegrate comminuty :simon,0,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,France,10,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
"Looking at going to France in August to the Hyeres les palmiers area, looking at flying into NIce airport, is the a train or bus traveling to that part from airport or is it easier to get car hire. Is it cheaper to book car hire over here or wait till you arrive in France",2020,Darran H,,No Rating,France,10,looking going france august hyeres les palmiers area looking flying nice airport train bus traveling part airport easier get car hire. is cheaper book car hire wait till arrive france,1,0,0,0,
"""Over here"" is where?
There are much closer airports to Hyeres than Nice, such as Marseille and Toulon. Although you could, rather awkwardly, take a train from Nice to Toulon and then change to a local train for Hyeres.
Ed",2020,W.B.Loud-Glade,"Antibes, France",No Rating,France,10,over wherethere much closer airports hyeres nice marseille toulon. although could rather awkwardly take train nice toulon change local train hyeres.ed,0,1,0,0,
Did you try to fly into Toulon airport - actually in Hyeres.,2020,zondermaan,"Lier, Belgium",15,France,10,did try fly toulon airport actually hyeres.,1,0,0,0,
Car hire is always cheaper if booked in advance.,2020,sydneynick,"Sydney, Australia",20,France,10,car hire always cheaper booked advance.,0,1,1,1,
"We are going to be in France for almost two months, arriving at the end of next month. We are flying into Nice, and want to hire a car there and then drop off at a different location in France. Does anyone know of the best deals for long term car hire. We used Avis last year, but could not book online for longer than 30 days. We could extend this, which we did, but it was a rather messy way of doing it. Is there any reputable companies who would rent for 7 weeks or so?",2020,where2go-next,"Melbourne, Australia",45,France,10,we going france almost two months arriving end next month. we flying nice want hire car drop different location france. does anyone know best deals long term car hire. we used avis last year could book online longer days. we could extend rather messy way it. is reputable companies would rent weeks,1,0,0,0,
I will be in Germany in October and spending a week in Berlin. I'm looking for other cities to visit in Germany. Suggestions?,2017,Melody N,,30,Germany,11,i germany october spending week berlin. im looking cities visit germany. suggestions,0,0,0,0,
"Do you want to visit other city during that one week's vacation or do you want add more time? If you have only a week, you can easily spend that in Berlin alone, but Potsdam isn't far away and could make a good daytrip.",2017,aichberger,"Cologne, Germany",No Rating,Germany,11,do want visit city one weeks vacation want add time if week easily spend berlin alone potsdam isnt far away could make good daytrip.,1,1,1,1,
I'm on a two month European trip. I would have another week in Germany.,2017,Melody N,,30,Germany,11,im two month european trip. i would another week germany.,0,0,1,0,
What are things you enjoy? Any place on your bucket-list already? Where are you going to continue to after Germany?,2017,A Mainzer Goes Places,"Mainz, Germany",78,Germany,11,what things enjoy any place bucketlist already where going continue germany,0,0,0,0,
"I love museums. History buff.
Heading to Prague after Germany",2017,Melody N,,30,Germany,11,i love museums. history buff.heading prague germany,0,0,1,0,
Dresden! It is on your way to Prag and full of historic buildings!,2017,aichberger,"Cologne, Germany",No Rating,Germany,11,dresden it way prag full historic buildings,1,1,1,1,
"Dresden ist great. We also went to Festung Koenigstein between Dresden and the Czech border. We had a car, but I don't know how to get there by public transport since the train station is in the Elbe valley. The views and the history are well worth the effort to find a bus to go up the mountain.",2017,Diana,United States,82,Germany,11,dresden ist great. we also went festung koenigstein dresden czech border. we car i dont know get public transport since train station elbe valley. the views history well worth effort find bus go mountain.,1,1,1,1,
"Definitely Dresden and visit Militärhistorisches Museum der Bundeswehr for the most amazing and thought provoking exhibitions on the history and effects of war. Loved it there.
The Hygiene Museum is quite incredible too and has a varied and eclectic collection of objects and ideas dedicated to 'public health'. Sounds dull? It's not. Has some history about the organisation's role in eugenics also.",2017,Kym_from_Perth,"Perth, WA",8,Germany,11,definitely dresden visit militrhistorisches museum der bundeswehr amazing thought provoking exhibitions history effects war. loved there.the hygiene museum quite incredible varied eclectic collection objects ideas dedicated public health. sounds dull its not. has history organisations role eugenics also.,1,1,1,1,
This post was determined to be inappropriate by the Tripadvisor community and has been removed.,2017,,,,Germany,11,this post determined inappropriate tripadvisor community removed.,1,2,2,2,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2018,,,,Germany,11,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"We are planning a 3 week vacation in Germany. We donot want to do tours or do touristy things we would like to see the real Germany and stay in modest rooms for the night. No big internary but would like info on the best mode of travel. Best local places to stay and eat, we are arriving in Hamburg and want to explore the real Germany,",2015,tyrus12015,Grand Rapids...,No Rating,Germany,11,we planning week vacation germany. we donot want tours touristy things would like see real germany stay modest rooms night. no big internary would like info best mode travel. best local places stay eat arriving hamburg want explore real germany,1,0,1,1,
"tyrus,
it is a bit difficult to give you advise, as you don't really give your specific expectations.
You could visit the social housings of Mümmelmannsberg, the demonstrations of the right - winged in Dresden or the dying socialist cities of Dessau or Eisenhüttenstadt - is this what you are looking for?
You could do a farm stay in a rural area, knowing that 80% of all Germans live in cities, visit a lively students' town or visit Berlin.
A comedian said: ""There are areas where always something is ongoing - and there is Brandenburg"" . The country of Brandenbrug can be picturesque though. Or do you want to visit Gelsenkirchen within the former mining area in the West?
If you want to see the real face of a region, these items would be part of it. There is not a single face - each region is different with its own problems.
How many different regions do you want to visit?
How much do you want to travel?
Holger
Edited: 8 years ago",2015,the_holger,"Inchicore, Dublin...",No Rating,Germany,11,tyrusit bit difficult give advise dont really give specific expectations.you could visit social housings mmmelmannsberg demonstrations right winged dresden dying socialist cities dessau eisenhttenstadt looking foryou could farm stay rural area knowing germans live cities visit lively students town visit berlin.a comedian said: there areas always something ongoing brandenburg . the country brandenbrug picturesque though. or want visit gelsenkirchen within former mining area westif want see real face region items would part it. there single face region different problems.how many different regions want visithow much want travelholgeredited: years ago,1,1,2,1,
"Until a bit more than 200 years ago, the ground which is now the Federal Republic of Germany consisted of about 500 independent states, each with its own government, identity, and traditions. The idea of ""Germany"" as a nation arose only 200 years ago and a united German Empire came into existence no earlier than 1871. Most regions, cities, towns, villages still keep up their local traditions. There are wide differences between them. So which of them should be classified as ""the real Germany""? To most tourists it is Upper Bavaria - to the rest of the country it isn't.
Please be more specific about your interests, and perhaps places that you intend to visit. There are at least 100,000 worthwhile options...",2015,BlandineForberg,"Karlsruhe, Germany",No Rating,Germany,11,until bit years ago ground federal republic germany consisted independent states government identity traditions. the idea germany nation arose years ago united german empire came existence earlier . most regions cities towns villages still keep local traditions. there wide differences them. so classified real germany to tourists upper bavaria rest country isnt.please specific interests perhaps places intend visit. there least worthwhile options...,0,1,2,#N/A,
"We want to see museums visit local people learn about each city as much as we can . We are going to Berlin, Hanover, the Bavarian region. Also like to go to the Austria. Look and walk around some of the castles. I guess the best way to put it we would like to see the real Germany. Night life also",2015,tyrus12015,Grand Rapids...,No Rating,Germany,11,we want see museums visit local people learn city much . we going berlin hanover bavarian region. also like go austria. look walk around castles. i guess best way put would like see real germany. night life also,1,0,1,1,
"tyrus,
in a nutshell: you want to visit the standard tourist hotspots - which is not bad for the start :)
However my impression was that just these items you did not want to visit.
My first question: When you land in Hamburg, why don't you stay in Hamburg for a few days at least.
To see real Germany you can buy a day ticket in Hamburg and just take the local bus to visit the city. Get up at 5am and visit the fish market and have a breakfast roll with fish.
Locals would travel to Bad St. Peter Ording for local recreation over the weekend or to the Holsteinische Schweiz or to the heather of Lüneburg...
For museums in Berlin you will find more than enough advise in the forum - nothing more to say about.
As you want to stay 3 weeks, my recommendation would be to pick 3 to 4 different spots (maybe related to a certain topic, like small city, landscape, recreation, beaches, mountaineering, industry etc.).
Then you should try not to use the car but public transport systems. It is partly more unconvenient, however you will easier get into contact with the ""real life"". Try at least sometimes to get your lunch from a local supermarket or even the market in the city centre.
Night life can be different as well, depending on your age and interests. Some like pubs, others are into opera... the question again is, how do you nail down ""real"" Germany - is it about history, current life, musics, gay culture etc
Holger
Edited: 8 years ago",2015,the_holger,"Inchicore, Dublin...",No Rating,Germany,11,tyrusin nutshell: want visit standard tourist hotspots bad start :however impression items want visit.my first question: when land hamburg dont stay hamburg days least.to see real germany buy day ticket hamburg take local bus visit city. get visit fish market breakfast roll fish.locals would travel bad st. peter ording local recreation weekend holsteinische schweiz heather lneburg...for museums berlin find enough advise forum nothing say about.as want stay weeks recommendation would pick different spots maybe related certain topic like small city landscape recreation beaches mountaineering industry etc..then try use car public transport systems. it partly unconvenient however easier get contact real life. try least sometimes get lunch local supermarket even market city centre.night life different well depending age interests. some like pubs others opera... question nail real germany history current life musics gay culture etcholgeredited: years ago,0,1,1,1,
"I am planning for greece visit from march 8-11
first we are landing at athens from egypt
I am not much interested in libraries and museums but prefer more natural scenic places
so please tell me the best places to see in greece",2019,Omni P,,No Rating,Greece,12,i planning greece visit march first landing athens egypti much interested libraries museums prefer natural scenic placesso please tell best places see greece,1,0,0,0,
"Hi, that's a very vague question in such a beautiful country but are you taking into account that it will not yet be Spring in Greece so good weather is not guaranteed? It's an awkward length of time to stay, not long enough to travel far given that you need to be back to Athens in plenty of time for your departure flight. For example, if you were to take an internal flight or sail somewhere it would be advisable to be back in Athens the day before your departure.
What time are you due to arrive on the 8th and what time do you depart on the 11th? Would you want to fly to an island? Sail by ferry? Stay on the mainland and go by public transport or hire a car? It would be a real shame not to see some of Athens' world famous sights whilst you're there.
What research have you done and can you give us an example of somewhere in Greece which you would want to see?
Edited: 4 years ago",2019,Clarabelle999,"Yorkshire, United...",24,Greece,12,hi thats vague question beautiful country taking account yet spring greece good weather guaranteed its awkward length time stay long enough travel far given need back athens plenty time departure flight. for example take internal flight sail somewhere would advisable back athens day departure.what time due arrive th time depart th would want fly island sail ferry stay mainland go public transport hire car it would real shame see athens world famous sights whilst youre there.what research done give us example somewhere greece would want seeedited: years ago,1,1,2,1,
"our plan is staying in greece from march 8-11 . then from 12 -16 switzerland '
greece arrival - march 8th morning 8 am
leaving greece on march 11 at 5 am.
please suggest natural scenic plaaces and good sight seeing places over there in athens and other places in greece",2019,Omni P,,No Rating,Greece,12,plan staying greece march . switzerland greece arrival march th morning amleaving greece march am.please suggest natural scenic plaaces good sight seeing places athens places greece,0,0,1,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2020,,,,Greece,12,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
Going to Greece for 10 days. Most likely Athens for 2 and rest in the islands. Any suggestions on which islands to go to and how long to stay on each island? We want a bit of night life + a bit of relaxation.,2020,Gary R,,No Rating,Greece,12,going greece days. most likely athens rest islands. any suggestions islands go long stay island we want bit night life bit relaxation.,0,0,1,0,
"Suggest you post this on the Greece forum, not the Vancouver one!",2020,cruiseryyc,"Calgary, Canada",8,Greece,12,suggest post greece forum vancouver one,1,0,2,#N/A,
+1 to using the Greece forums. You might also be interested in this travel blogger; she used to be a DE here on TripAdvisor in Australia.... She is married to a Greek and they travel extensively in Greece. https://traytablesaway.com/drop-down-menu/destinations/travelling-to-europe/travel-blog-greece/,2020,krp329,"Jasper, Canada",187,Greece,12,using greece forums. you might also interested travel blogger used de tripadvisor australia.... she married greek travel extensively greece.,1,0,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2021,,,,Greece,12,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
We are thinking of plan a trip to Greece from November 23rd thru Dec 3rd . Will historic and tour sites be open then? And also what is the weather usually like then. Thanks so much.,2022,GeorgiaGing,North Augusta...,3,Greece,12,we thinking plan trip greece november rd thru dec rd . will historic tour sites open and also weather usually like then. thanks much.,1,0,0,0,
"Where are you thinking of going in Greece? That can make a difference in terms of both weather and what is open. Greece is a large country with varied climates.
Edited: 6:04 pm, June 10, 2022",2022,VegasShowgirl,"Hampshire, UK",130,Greece,12,where thinking going greece that make difference terms weather open. greece large country varied climates.edited: : pm june,0,0,0,0,
We plan to spend time in Athens and possibly do some additional day trips to historic sites from there. We would also like to visit one of the larger islands. We are open to any and all suggestions. My husband passed away in April and my daughter and son in law thought a trip around the holidays might help to occupy some time during our first holiday without him. Just want to make sure places are open and hoping the weather would be workable.Thanks so much.,2022,GeorgiaGing,North Augusta...,3,Greece,12,we plan spend time athens possibly additional day trips historic sites there. we would also like visit one larger islands. we open suggestions. my husband passed away april daughter son law thought trip around holidays might help occupy time first holiday without him. just want make sure places open hoping weather would workable.thanks much.,1,0,2,#N/A,
The weather in Athens at that period is a bit cold of course but you can still visit and travell all over mainland Greece and have lots to visit. Your days will be shorter since it's winter time but you can still have nice days with sun as well. I would combine Athens with Delphi and Meteora and Peloponese on that period. Not sure I would go to an island during winter time.,2022,Sheeran,Aix-en-Provence...,27,Greece,12,the weather athens period bit cold course still visit travell mainland greece lots visit. your days shorter since winter time still nice days sun well. i would combine athens delphi meteora peloponese period. not sure i would go island winter time.,0,2,0,0,
"This guide to visiting Greece in winter gives a realistic approach to how things could look for you.
https://www.roughguides.com/articles/greece-in-winter-where-to-go/
If you did decide to include an island visit, then Crete would be a good option I think, staying in Chania maybe. Take a look and see what you think.
Sorry to hear of your recent sad loss.",2022,123twinkletoes,Warwickshire...,37,Greece,12,this guide visiting greece winter gives realistic approach things could look you.if decide include island visit crete would good option i think staying chania maybe. take look see think.sorry hear recent sad loss.,1,1,1,1,
Thanks to all for your help. Now we can make a real start toward planning. Have a great summer and safe travels!,2022,GeorgiaGing,North Augusta...,3,Greece,12,thanks help. now make real start toward planning. have great summer safe travels,0,1,1,1,
"Hi, we're looking in to booking Greece for next June. Could somebody tell me what's the 'liveliest' town there & any all inclusive hotels with good entertainment for children. Thanks",2019,clairelewis162018,"South Wales, United...",No Rating,Greece,12,hi looking booking greece next june. could somebody tell whats liveliest town inclusive hotels good entertainment children. thanks,1,0,1,1,
"We 2 couples reaching Budapest on 12th Jan 2017 and return flight is on 22nd Jan , We hav 10 days in Hungary ,,we will be spending 3-4 nights in Budapest ,
I would like to know which other places are good to visit in Hungary , ??& means of commute ??
We prefer a relaxed holiday .. we are fond of nature and good architecture ,, we are not keen on visiting many museums , jus would like to chill & have a good holiday with wine & food and little side seeing , we would love to spend days in small beautiful towns in Hungary .
Hope someone can help me in suggesting places we could visit after Budapest ,
Thank you , D .",2017,Deepa G,Kochi (Cochin...,7,Hungary,13,we couples reaching budapest th jan return flight nd jan we hav days hungary spending nights budapest i would like know places good visit hungary means commute we prefer relaxed holiday .. fond nature good architecture keen visiting many museums jus would like chill good holiday wine food little side seeing would love spend days small beautiful towns hungary .hope someone help suggesting places could visit budapest thank d .,1,0,1,1,
"Eger ? Sopron ? Pecs (needs at least one night) ? Tokaj ?
You are only 3 hours from Vienna by train, given that you have plenty of time then stay 2 nights.",2017,RomanCitizen,"Budapest, Hungary",45,Hungary,13,eger sopron pecs needs least one night tokaj you hours vienna train given plenty time stay nights.,1,0,0,0,
"thank you , we have been to Austria & have been to vienna , Salzburg etc ,, will see the other places you have suggested ..",2017,Deepa G,Kochi (Cochin...,7,Hungary,13,thank austria vienna salzburg etc see places suggested ..,1,0,1,1,
"Hi there ,
If anyone could help me sort this , it would be great!!!
Aftr a bit of research ,have short listed the places we would like to in Hungary .We have only 10 days in Hungary .
Here are the places that we are interested to go, but not sure how to commute from each place .?????
we don't mind taking internal flights or cabs .
Budapest , Esztergom ,Szentendre , Holloko ,Eger ,Siofok ,pecs ,
lake balaton ,Heviz .
I know it's not possible to cover all these places ,,so can you pls tell me which all places we can do in this time frame and number of days we have to spend in each place ???The only place that we anyway have to include in the itinerary is Budapest and Siofok .
Awaiting for your reply ,
Thank you ,D.",2017,Deepa G,Kochi (Cochin...,7,Hungary,13,hi if anyone could help sort would greataftr bit research short listed places would like hungary .we days hungary .here places interested go sure commute place .we dont mind taking internal flights cabs .budapest esztergom szentendre holloko eger siofok pecs lake balaton heviz .i know possible cover places pls tell places time frame number days spend place the place anyway include itinerary budapest siofok .awaiting reply thank d.,0,0,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2018,,,,Hungary,13,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
"I will be travelling with my 12 year old son from Romania to Budapest, and am hesitant about driving in a foreign country, and also only speaking English.
In Romania, there seems to be several private tour operators who offer B&B as well as personal guide through the area. I was wondering if there is the same in Hungary?
We are interested in Oxygen Adrenelin Park, Bukk mountain caves,
the Baradla Cave system at Aggtelek, the small village of Hollókő in the Cserhát Hill, Eger, Lillafüred, cave bath in Miskolctapolca, and then Visegrad - finally arriving in Budapest.
Any other ideas of places to visit. Also, know of any tour operators who do a several day tour of the countryside?",2012,wanderingroots,Stettler,38,Hungary,13,i travelling year old son romania budapest hesitant driving foreign country also speaking english.in romania seems several private tour operators offer bb well personal guide area. i wondering hungarywe interested oxygen adrenelin park bukk mountain cavesthe baradla cave system aggtelek small village hollk cserht hill eger lillafred cave bath miskolctapolca visegrad finally arriving budapest.any ideas places visit. also know tour operators several day tour countryside,0,0,1,0,
"Sorry to have ignored you, but you got pushed off the front page so fast you kind of fell through the net. I have some specific suggestions for you, but first why not read the following thread? He's got two boys and is basically looking for the same thing you are only he is driving south and you are going north.
http://www.tripadvisor.com/ShowTopic-g274881-i262-k5046470-Summer_holidays-Hungary.html#37838248
I promise I will be back with places to stay and see and maybe a couple of guides for you.",2012,wanderingroots,"Phoenix, Arizona",54,Hungary,13,sorry ignored got pushed front page fast kind fell net. i specific suggestions first read following thread hes got two boys basically looking thing driving south going north.i promise i back places stay see maybe couple guides you.,1,1,0,1,
"I know a fine gentelman tour guide named Daniel Gheorghita who can take care of all of your needs in Romania and can take you where you need to go in Budapest as well. Last time i checked at a good fares. We used him a couple of years ago and thanks to a railroad strike had to hire him to get us all the way to Budapest. It was a most excellent ""Road Trip"". He impressed us so we have stayed in touch. Now we are working with him to plan a Romanian fly fishing trip for May or June. Excellent individual.
Daniel Gheorghita
Tour Guide & Travel Agent
Covinnus Travel - guided tours in Romania
Phone: 004/ (0) 77 11 76 191
Email: covinnus@covinnus.com
Skype: covinnus
Web page: http://www.covinnus.com
http://felixromania.com
http://www.promotesighisoara.com
Photo page: http://www.covinnusphoto.com",2012,Pal V,USA,29,Hungary,13,i know fine gentelman tour guide named daniel gheorghita take care needs romania take need go budapest well. last time checked good fares. we used couple years ago thanks railroad strike hire get us way budapest. it excellent road trip. he impressed us stayed touch. now working plan romanian fly fishing trip may june. excellent individual.daniel gheorghitatour guide travel agentcovinnus travel guided tours romaniaphone: email: covinnusskype: covinnusweb page: photo page:,0,1,1,1,
